"","Organization.Name","Business.Category","Approved.Budget.of.the.Contract","Item.Name","Item.Desc","Quantity","Item.Budget"
"1277","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Medical Supplies and Laboratory Instrument"," 5,409,000.00 ","Ultrasound Thermal Paper Type I 110 mm x 20m (comp","IMAGING SUPPLIES",120," 96,000.00 "
"1278","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Food Stuff"," 17,000,000.00 ","NULL","NULL",NA," NULL "
"1279","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","ECG Cable, 3 Leads","Engineering Supplies",10," 60,000.00 "
"1280","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","SPO2 Extension Cable (Patient Module)","Engineering Supplies",5," 35,000.00 "
"1281","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Door Gasket 20"" x 40"" (200 litres)","Engineering Supplies",4," 20,000.00 "
"1282","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Lithium Battery Pack","Engineering Supplies",5," 55,000.00 "
"1283","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Oxygen Regulator","Engineering Supplies",30," 255,000.00 "
"1284","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","OXYGEN SENSOR","Engineering Equipment",20," 312,000.00 "
"1285","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Floor Mounted (Package Type) Aircon 3 TR","Engineering Equipment",9," 810,000.00 "
"1286","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Drinking Fountain (Dual Bubbler)","Engineering Equipment",3," 144,000.00 "
"1287","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Paper Shredder Machine","Engineering Equipment",1," 25,000.00 "
"1288","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Steel Locker Cabinet","Engineering Equipment",1," 16,000.00 "
"1289","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","BP App Arm Cuff (Adult)","Engineering Supplies",100," 18,000.00 "
"1290","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Bp App Hand Pump w/ air release valve (Adult)","Engineering Supplies",100," 18,000.00 "
"1291","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","BP App Arm Cuff (Pedia)","Engineering Supplies",15," 2,700.00 "
"1292","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Bp App Hand Pump w/ air release valve (Pedia)","Engineering Supplies",20," 3,600.00 "
"1293","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Thermal Print Head","Engineering Supplies",10," 60,000.00 "
"1294","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Laryngoscope Bulb 3 volts (Adult)","Engineering Supplies",5," 8,000.00 "
"1295","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Humidifying Cup","Engineering Supplies",40," 7,200.00 "
"1296","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Electrode Cable for ITO ES 320 (Gray)","Engineering Supplies",8," 8,000.00 "
"1297","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Electrode Pads for MH6000","Engineering Supplies",20," 10,000.00 "
"1298","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Electrode Cable for MH6000","Engineering Supplies",20," 12,000.00 "
"1299","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","RO Membrane 4x40 inches","Engineering Equipment",12," 180,000.00 "
"1300","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","DIALYSIS FLUID FILTER","Engineering Supplies",40," 300,000.00 "
"1301","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","10 Micron Slim 20 inches Sediment Filter","Engineering Supplies",18," 5,400.00 "
"1302","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","0.2 Micron Bacterial Filter 20 inches Slim","Engineering Supplies",18," 27,000.00 "
"1303","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Sediment Water Filter Cartridge 5 Microns (10 inch","Engineering Supplies",12," 2,400.00 "
"1304","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Sediment Water Filter Cartridge 5 Microns (20 inch","Engineering Supplies",2," 600.00 "
"1305","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","GAC Water Filter Cartridge 20 microns (20 inches l","Engineering Supplies",2," 14,000.00 "
"1306","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","CTO Water Filter Cartridge (20 inches length) Slim","Engineering Supplies",2," 2,000.00 "
"1307","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","RO Membrane 300 GPD","Engineering Supplies",2," 8,400.00 "
"1308","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","In-Line Carbon Water Filter 3000 Gal (11 inches le","Engineering Supplies",1," 6,500.00 "
"1309","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Industrial Salt 50kg","Engineering Supplies",48," 96,000.00 "
"1310","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Printer Paper (Thermal)","Engineering Supplies",20," 12,000.00 "
"1311","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Heating Element 5's Assembly","Engineering Supplies",1," 13,500.00 "
"1312","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Automatic Voltage Regulator 5000VA (Single Phase)","Engineering Supplies",2," 17,000.00 "
"1313","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Power Cord 3-pin","Engineering Supplies",20," 4,000.00 "
"1314","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Air Filter/Water Trap (PN: 15F1A00003)","Engineering Equipment",2," 30,000.00 "
"1315","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Laryngoscope Bulb 3 volts (Infant)","Engineering Supplies",5," 9,000.00 "
"1316","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Battery","Engineering Supplies",5," 10,000.00 "
"1317","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","BP App Arm Cuff (Adult)","Engineering Supplies",200," 38,000.00 "
"1318","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Bp App Hand Pump w/ air release valve (Adult)","Engineering Supplies",200," 38,000.00 "
"1319","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","BP App Arm Cuff (for baby)","Engineering Supplies",30," 5,700.00 "
"1320","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Bp App Hand Pump w/ air release valve (for baby)","Engineering Supplies",30," 5,700.00 "
"1321","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Thermal Print Head","Engineering Supplies",10," 60,000.00 "
"1322","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Laryngoscope Bulb 3 volts (Adult)","Engineering Supplies",10," 16,000.00 "
"1323","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Laryngoscope Bulb 3 volts (Pedia)","Engineering Supplies",10," 17,000.00 "
"1324","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Laryngoscope Bulb 3 volts (Infant)","Engineering Supplies",10," 18,000.00 "
"1325","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Humidifying Cup","Engineering Supplies",40," 7,200.00 "
"1326","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Automatic Voltage Regulator 5000VA (Single Phase)","Engineering Supplies",4," 34,000.00 "
"1327","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Power Cord 3-pin","Engineering Supplies",30," 6,000.00 "
"1328","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Window Type Aircon 2.0 HP","Engineering Equipment",2," 68,000.00 "
"1329","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Window Type Aircon 1.0 HP","Engineering Equipment",2," 54,000.00 "
"1330","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Split Type Aircon 2.0 HP (Wall Mounted)","Engineering Equipment",1," 53,000.00 "
"1331","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","REFRIGERATOR","Engineering Equipment",1," 18,000.00 "
"1332","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","SPO2 Finger Sensor, Adult","Engineering Supplies",10," 70,000.00 "
"1333","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Oxygen Sensor","Engineering Equipment",20," 300,000.00 "
"1334","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Pulse Oximeter Probe DS-100A","Engineering Supplies",5," 40,000.00 "
"1335","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Door Gasket 20"" x 40"" (200 litres)","Engineering Supplies",2," 10,000.00 "
"1336","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","BP App Inflation Bag (for baby)","Engineering Supplies",30," 5,700.00 "
"1337","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Patient Cable (American Style) 10 Leads ECG Cable,","Engineering Supplies",3," 21,000.00 "
"1338","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","SPO2 Finger Sensor, Adult","Engineering Supplies",10," 82,000.00 "
"1339","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","SPO2 Probe","Engineering Supplies",20," 150,000.00 "
"1340","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","SPO2 Sensor 3M, Pedia","Engineering Supplies",5," 50,000.00 "
"1341","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Flow Sensor","Engineering Supplies",40," 180,000.00 "
"1342","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","ECG Limb Electrodes (set of 4 pcs per box)","Engineering Supplies",10," 16,500.00 "
"1343","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","BP App Inflation Bag (Adult)","Engineering Supplies",200," 38,000.00 "
"1344","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","OXYGEN SENSOR","Engineering Equipment",10," 156,000.00 "
"1345","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","NIBP Cuff (Adult)  - Compatible to Nihon Kohden Pa","Engineering Supplies",40," 140,000.00 "
"1346","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","SPO2 Finger Sensor, Adult","Engineering Supplies",10," 60,000.00 "
"1347","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","PULSE OXIMETER SENSOR","Engineering Supplies",40," 256,000.00 "
"1348","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","ECG Chest Electrodes (set of 6 pcs per box)","Engineering Supplies",10," 16,500.00 "
"1349","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Air Compressor Motor","Engineering Equipment",2," 122,000.00 "
"1350","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","ECG Cable with lead wires (5 leads)","Engineering Supplies",20," 160,000.00 "
"1351","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Oxygen Sensor","Engineering Equipment",5," 75,000.00 "
"1352","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Thermometer Probe","Engineering Supplies",20," 120,000.00 "
"1353","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","SPO2 Finger Probe","Engineering Supplies",10," 75,000.00 "
"1354","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","ECG Cable, 5 Leads","Engineering Supplies",10," 70,000.00 "
"1355","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","Flow Sensor","Engineering Supplies",20," 90,000.00 "
"1356","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Hospital / Medical Equipment"," 5,639,600.00 ","NIBP Cuff (Adult)  - Compatible to Mindray Patient","Engineering Supplies",80," 280,000.00 "
"1357","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Equipment"," 430,000.00 ","Supply, Delivery, Fabrication & Assembling of Lami","Office Equipment",1," 430,000.00 "
"1358","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Double Throw Safety Switch (Non-Fusible)","Engineering Equipment",1," 25,000.00 "
"1359","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Distribution Panel Board (4 Holes) 3 phase","Engineering Equipment",1," 160,000.00 "
"1360","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Genset Radiator (Fabricated)","Engineering Equipment",1," 120,000.00 "
"1361","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Engine Oil 18 liters","Engineering Supplies",8," 45,600.00 "
"1362","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Fuel Filter (Small)","Engineering Supplies",2," 1,600.00 "
"1363","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Fuel Filter (Large)","Engineering Supplies",2," 4,400.00 "
"1364","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Oil Filter (Small)","Engineering Supplies",2," 5,700.00 "
"1365","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Oil Filter (Extra Large)","Engineering Supplies",2," 6,600.00 "
"1366","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Oil Filter","Engineering Supplies",1," 2,850.00 "
"1367","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Oil Filter","Engineering Supplies",1," 3,300.00 "
"1368","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Fuel Filter","Engineering Supplies",2," 2,800.00 "
"1369","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Electrical Supplies"," 378,650.00 ","Coolant Filter","Engineering Supplies",1," 800.00 "
"1370","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Yellow Top test tube w/ clot activator 100's (plas","Clinical Chemistry",500," 595,000.00 "
"1371","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Cover Slip (20-30x40-55mm) 100s","Histopathology",30," 7,500.00 "
"1372","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Westergen ESR Tube 100's","Hematology",1," 4,500.00 "
"1373","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Kovacs Rgt 100mL","Bacteriology",2," 7,000.00 "
"1374","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Oxidase Reagent Strip at least 25s","Bacteriology",3," 3,000.00 "
"1375","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Petri dish big 15x150","Bacteriology",250," 7,485.00 "
"1376","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Cover Slip (24x55-60mm) 100s","Histopathology",40," 10,000.00 "
"1377","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Disp. Inoculating Loop 10uL","Bacteriology",1200," 8,400.00 "
"1378","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Disp. Inoculating Loop 1uL","Bacteriology",900," 6,300.00 "
"1379","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Laboratory Supplies and Equipment"," 655,485.00 ","Disp. Inoculating Needle","Bacteriology",900," 6,300.00 "
"1380","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Sticker Paper A4, white x 10's","Office Supplies",600," 36,000.00 "
"1381","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Tape Dispenser for Packaging Tape 48mm, gun type","Office Supplies",10," 4,500.00 "
"1382","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Paper copy 70gsm(-3%), legal size :216mmx297mm 500","Office Supplies",6000," 1,500,000.00 "
"1383","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ring Binder Spine Black Plastic Comb Binding Spine","Office Supplies",20," 1,300.00 "
"1384","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Exhaust Fan Celing Type 10""","SEMI-EXPENDABLES",5," 6,500.00 "
"1385","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Kraft paper","Office Supplies",200," 3,000.00 "
"1386","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Sliding Folder, legal","Office Supplies",200," 1,800.00 "
"1387","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","CLEARBOOK, LEGAL SIZE,áfor 216mm x 330mm (legal si","Office Supplies",300," 21,000.00 "
"1388","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","SCISSORS, 8""","Office Supplies",120," 6,000.00 "
"1389","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Scissors 7""","Office Supplies",50," 2,000.00 "
"1390","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Laminating Film (A4), 100pcs/box  250 micron","Office Supplies",5," 6,250.00 "
"1391","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Carbon Film, polyethylene 216mmx330mm, 100s/box (C","Office Supplies",225," 168,750.00 "
"1392","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cartolina (LIGHT BLUE)","Office Supplies",400," 2,000.00 "
"1393","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cutter Blade 10pcs/pack","Office Supplies",20," 300.00 "
"1394","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Exhaust Fan Wall Type 12""","SEMI-EXPENDABLES",10," 13,000.00 "
"1395","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Flash Drive 16GB,USB 2.0, plug and play","Office Supplies",10," 3,000.00 "
"1396","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Clip Board  Legal size, with cover","Office Supplies",100," 8,000.00 "
"1397","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink yellow compatible to Epson L3110, L3150","IT SUPPLIES",80," 40,000.00 "
"1398","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink Laserjet HP 680 Colored","IT SUPPLIES",10," 10,000.00 "
"1399","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ruler 12 inches","Office Supplies",150," 1,500.00 "
"1400","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cutter","Office Supplies",20," 1,600.00 "
"1401","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Cartolina (blue)","Office Supplies",200," 1,000.00 "
"1402","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Staple Wire # 10-1M leg length 5mm;1000 staples/bo","Office Supplies",50," 750.00 "
"1403","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Laminating Film A3 100pcs/box 250 micron","Office Supplies",5," 11,000.00 "
"1404","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ballpen (blue)","Office Supplies",100," 800.00 "
"1405","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Brown Envelope,Legal","Office Supplies",5000," 12,500.00 "
"1406","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Colored Paper 8.5x11"" -Yellow x10sheets","Office Supplies",300," 4,500.00 "
"1407","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Disposable plastic cups x50's 8 ounces","Office Supplies",200," 10,000.00 "
"1408","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Office Chair, Mesh Back Rest, Gast Lift,   Arm-Res","SEMI-EXPENDABLES",2," 9,000.00 "
"1409","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Envelop, Mailing white, 500s/box","Office Supplies",30," 9,000.00 "
"1410","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Marker/Highlighter, fluorescent, yellow","Office Supplies",360," 5,400.00 "
"1411","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Photopaper 210mmx297mm (A4 size) x 20's","Office Supplies",100," 25,000.00 "
"1412","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Tape Transparent (24mm)50 mtrs","Office Supplies",4000," 200,000.00 "
"1413","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic (Resealable clear Bag) 2"" x3"" x 50's","Office Supplies",250," 8,750.00 "
"1414","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Plastic cover for Long Folder","Office Supplies",300," 3,000.00 "
"1415","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Ink YELLOW compatible to HP Officejet 6100, 6600,","IT SUPPLIES",12," 13,200.00 "
"1416","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","WhiteBoard (2'x3') 24'x36' w/ aluminum frame","Office Supplies",50," 41,000.00 "
"1417","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Marker/Highlighter, fluorescent, orange","Office Supplies",360," 5,400.00 "
"1418","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Resealable Medium no. 9","Office Supplies",150," 39,000.00 "
"1419","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Expandable Folder, Long (Green)","Office Supplies",200," 2,000.00 "
"1420","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Signpen-Black, 0.5 mm needle tip","Office Supplies",2025," 40,500.00 "
"1421","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Construction Paper Yellow x 10's A4","Office Supplies",50," 1,250.00 "
"1422","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Computer Table, with printer and speaker stand, wi","SEMI-EXPENDABLES",10," 42,000.00 "
"1423","BATAAN GENERAL HOSPITAL AND MEDICAL CENTER","Office Supplies and Devices"," 18,265,600.00 ","Fruit Basket, Rattan, round with handle, min of 12","Office Supplies",50," 15,000.00 "
